Date,Open,High,Low,Close,Adj Close,Volume
2015-09-24,113.25,115.5,112.370003,111.07550800000001,115.0,50219500
2015-09-25,116.440002,116.690002,114.019997,110.79540300000001,114.709999,56151900
2015-09-28,113.849998,114.57,112.440002,108.602875,112.440002,52109000
2015-09-29,112.83000200000001,113.510002,107.860001,105.338219,109.059998,73365400
2015-09-30,110.16999799999999,111.540001,108.730003,106.535904,110.300003,66473000
2015-10-01,109.07,109.620003,107.309998,105.840469,109.58000200000001,63929100
2015-10-02,108.010002,111.010002,107.550003,106.61316699999999,110.379997,58019800
2015-10-05,109.879997,111.370003,109.07,106.99951899999999,110.779999,52064700
2015-10-06,110.629997,111.739998,109.769997,107.511421,111.309998,48196800
2015-10-07,111.739998,111.769997,109.410004,106.99951899999999,110.779999,46765600
2015-10-08,110.190002,110.190002,108.209999,105.763199,109.5,61979600
2015-10-09,110.0,112.279999,109.489998,108.29378500000001,112.120003,52766100
2015-10-12,112.730003,112.75,111.440002,107.791527,111.599998,30467200
2015-10-13,110.82,112.449997,110.68,107.975052,111.790001,33049300
2015-10-14,111.290001,111.519997,109.559998,106.448967,110.209999,44462400
2015-10-15,110.93,112.099998,110.489998,108.042671,111.860001,37673500
2015-10-16,111.779999,112.0,110.529999,107.25064099999999,111.040001,39232600
2015-10-19,110.800003,111.75,110.110001,107.917084,111.730003,29759200
2015-10-20,111.339996,114.16999799999999,110.82,109.887474,113.769997,48778800
2015-10-21,114.0,115.58000200000001,113.699997,109.87782299999999,113.760002,41795200
2015-10-22,114.33000200000001,115.5,114.099998,111.558449,115.5,41654100
2015-10-23,116.699997,119.230003,116.33000200000001,115.016273,119.08000200000001,59366900
2015-10-26,118.08000200000001,118.129997,114.91999799999999,111.345955,115.279999,66333800
2015-10-27,115.400002,116.540001,113.989998,110.64086200000001,114.550003,69884400
2015-10-28,116.93,119.300003,116.059998,115.199776,119.269997,85551400
2015-10-29,118.699997,120.690002,118.269997,116.41678600000002,120.529999,51227300
